Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.2,0.8,50.0,1000,33923,9047,22,50283.765625,0.000438
2,1000,0.2,0.8,50.0,1000,33276,9010,22,49207.476562,0.000447
3,1000,0.2,0.8,50.0,1000,33231,8984,24,49349.324219,0.000486
4,1000,0.2,0.8,50.0,1000,33366,8852,17,48801.328125,0.000348
5,1000,0.2,0.8,50.0,1000,33564,8919,16,49236.359375,0.000325
6,1000,0.2,0.8,50.0,1000,34650,9213,19,51036.406250,0.000372
7,1000,0.2,0.8,50.0,1000,35098,9342,17,51091.992188,0.000333
8,1000,0.2,0.8,50.0,1000,33285,8891,20,49073.015625,0.000408
9,1000,0.2,0.8,50.0,1000,34609,9290,21,51091.953125,0.000411
10,1000,0.2,0.8,50.0,1000,33996,9131,23,50447.519531,0.000456
Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.2,0.6,50.0,1000,33883,9082,31,49802.964844,0.000622
2,1000,0.2,0.6,50.0,1000,34671,9284,37,51020.855469,0.000725
3,1000,0.2,0.6,50.0,1000,33509,9113,38,49544.574219,0.000767
4,1000,0.2,0.6,50.0,1000,34073,9039,31,50198.566406,0.000618
5,1000,0.2,0.6,50.0,1000,34580,9163,29,50994.820312,0.000569
6,1000,0.2,0.6,50.0,1000,34267,9104,35,50439.699219,0.000694
7,1000,0.2,0.6,50.0,1000,34450,9125,37,50910.453125,0.000727
8,1000,0.2,0.6,50.0,1000,33562,8971,36,49738.542969,0.000724
9,1000,0.2,0.6,50.0,1000,33772,8965,34,49460.082031,0.000687
10,1000,0.2,0.6,50.0,1000,33367,8970,43,49659.171875,0.000866
Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,20,0.0,0.0,50.0,20,31,30,19,1027.000000,0.018500
2,20,0.0,0.0,50.0,20,33,32,19,1171.000000,0.016225
3,20,0.0,0.0,50.0,20,33,32,19,946.000000,0.020085
4,20,0.0,0.0,50.0,20,32,29,19,1110.000000,0.017117
5,20,0.0,0.0,50.0,20,37,36,19,1079.000000,0.017609
6,20,0.0,0.0,50.0,20,31,30,19,1268.000000,0.014984
7,20,0.0,0.0,50.0,20,33,32,19,824.000000,0.023058
8,20,0.0,0.0,50.0,20,35,34,19,1081.000000,0.017576
9,20,0.0,0.0,50.0,20,37,36,19,951.000000,0.019979
10,20,0.0,0.0,50.0,20,33,32,19,924.000000,0.020563
Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,20,1.0,0.0,50.0,20,1082,0,0,1149.000000,0.000000
2,20,1.0,0.0,50.0,20,970,0,0,982.000000,0.000000
3,20,1.0,0.0,50.0,20,880,0,0,924.000000,0.000000
4,20,1.0,0.0,50.0,20,800,0,0,993.000000,0.000000
5,20,1.0,0.0,50.0,20,746,0,0,848.000000,0.000000
6,20,1.0,0.0,50.0,20,1046,0,0,1124.000000,0.000000
7,20,1.0,0.0,50.0,20,781,0,0,817.000000,0.000000
8,20,1.0,0.0,50.0,20,1258,0,0,1227.000000,0.000000
9,20,1.0,0.0,50.0,20,826,0,0,994.000000,0.000000
10,20,1.0,0.0,50.0,20,1230,0,0,1292.000000,0.000000
Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,20,0.0,1.0,50.0,20,954,160,0,998.000000,0.000000
2,20,0.0,1.0,50.0,20,655,115,0,691.000000,0.000000
3,20,0.0,1.0,50.0,20,1152,202,0,1264.000000,0.000000
4,20,0.0,1.0,50.0,20,810,161,0,950.000000,0.000000
5,20,0.0,1.0,50.0,20,865,156,0,921.000000,0.000000
6,20,0.0,1.0,50.0,20,826,162,0,984.000000,0.000000
7,20,0.0,1.0,50.0,20,1003,171,0,1032.000000,0.000000
8,20,0.0,1.0,50.0,20,1089,179,0,1037.000000,0.000000
9,20,0.0,1.0,50.0,20,757,162,0,899.000000,0.000000
10,20,0.0,1.0,50.0,20,1135,205,0,1242.393311,0.000000
Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,20,0.1,0.0,50.0,20,41,34,19,1378.000000,0.013788
2,20,0.1,0.0,50.0,20,35,32,19,919.000000,0.020675
3,20,0.1,0.0,50.0,20,35,32,19,1193.000000,0.015926
4,20,0.1,0.0,50.0,20,37,32,19,1120.000000,0.016964
5,20,0.1,0.0,50.0,20,37,33,19,1091.000000,0.017415
6,20,0.1,0.0,50.0,20,40,34,19,1036.000000,0.018340
7,20,0.1,0.0,50.0,20,40,33,19,897.000000,0.021182
8,20,0.1,0.0,50.0,20,45,37,19,1126.000000,0.016874
9,20,0.1,0.0,50.0,20,42,31,19,1007.000000,0.018868
10,20,0.1,0.0,50.0,20,43,38,19,1112.000000,0.017086
Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,20,0.4,0.0,50.0,20,85,49,19,1081.000000,0.017576
2,20,0.4,0.0,50.0,20,76,44,19,710.000000,0.026761
3,20,0.4,0.0,50.0,20,91,52,19,989.000000,0.019211
4,20,0.4,0.0,50.0,20,77,44,19,1014.000000,0.018738
5,20,0.4,0.0,50.0,20,84,51,17,1004.000000,0.016932
6,20,0.4,0.0,50.0,20,68,42,19,1356.000000,0.014012
7,20,0.4,0.0,50.0,20,64,41,19,864.000000,0.021991
8,20,0.4,0.0,50.0,20,55,35,18,1318.000000,0.013657
9,20,0.4,0.0,50.0,20,117,59,16,763.000000,0.020970
10,20,0.4,0.0,50.0,20,61,34,19,1080.000000,0.017593
Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,20,0.4,0.0,50.0,20,85,49,19,1081.000000,0.017576
2,20,0.4,0.0,50.0,20,76,44,19,710.000000,0.026761
3,20,0.4,0.0,50.0,20,91,52,19,989.000000,0.019211
4,20,0.4,0.0,50.0,20,77,44,19,1014.000000,0.018738
5,20,0.4,0.0,50.0,20,84,51,17,1004.000000,0.016932
6,20,0.4,0.0,50.0,20,68,42,19,1356.000000,0.014012
7,20,0.4,0.0,50.0,20,64,41,19,864.000000,0.021991
8,20,0.4,0.0,50.0,20,55,35,18,1318.000000,0.013657
9,20,0.4,0.0,50.0,20,117,59,16,763.000000,0.020970
10,20,0.4,0.0,50.0,20,61,34,19,1080.000000,0.017593
Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,20,0.8,0.0,50.0,20,461,87,15,1026.000000,0.014620
2,20,0.8,0.0,50.0,20,438,86,14,855.000000,0.016374
3,20,0.8,0.0,50.0,20,349,61,11,791.000000,0.013906
4,20,0.8,0.0,50.0,20,431,81,15,884.000000,0.016968
5,20,0.8,0.0,50.0,20,359,79,16,865.000000,0.018497
6,20,0.8,0.0,50.0,20,306,68,14,1296.000000,0.010802
7,20,0.8,0.0,50.0,20,412,84,13,976.000000,0.013320
8,20,0.8,0.0,50.0,20,284,50,15,1094.000000,0.013711
9,20,0.8,0.0,50.0,20,485,100,12,1047.000000,0.011461
10,20,0.8,0.0,50.0,20,361,69,19,1018.000000,0.018664
Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,20,0.0,0.1,50.0,20,44,43,19,1150.000000,0.016522
2,20,0.0,0.1,50.0,20,33,32,19,937.000000,0.020277
3,20,0.0,0.1,50.0,20,42,41,19,896.000000,0.021205
4,20,0.0,0.1,50.0,20,35,34,19,909.000000,0.020902
5,20,0.0,0.1,50.0,20,43,42,19,937.000000,0.020277
6,20,0.0,0.1,50.0,20,39,38,19,1099.000000,0.017288
7,20,0.0,0.1,50.0,20,40,39,19,1141.000000,0.016652
8,20,0.0,0.1,50.0,20,41,40,19,1173.000000,0.016198
9,20,0.0,0.1,50.0,20,37,36,19,1037.000000,0.018322
10,20,0.0,0.1,50.0,20,38,37,19,1104.000000,0.017210
Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,20,0.0,0.4,50.0,20,115,94,18,1145.000000,0.015721
2,20,0.0,0.4,50.0,20,760,156,5,970.000000,0.005155
3,20,0.0,0.4,50.0,20,59,58,19,1064.000000,0.017857
4,20,0.0,0.4,50.0,20,234,112,12,929.000000,0.012917
5,20,0.0,0.4,50.0,20,121,80,16,1133.000000,0.014122
6,20,0.0,0.4,50.0,20,183,113,15,1072.000000,0.013993
7,20,0.0,0.4,50.0,20,121,119,19,1180.951904,0.016089
8,20,0.0,0.4,50.0,20,71,70,19,1131.000000,0.016799
9,20,0.0,0.4,50.0,20,237,119,13,1132.000000,0.011484
10,20,0.0,0.4,50.0,20,77,76,19,1225.000000,0.015510
Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,20,0.0,0.8,50.0,20,978,210,5,1226.330444,0.004077
2,20,0.0,0.8,50.0,20,758,131,2,778.000000,0.002571
3,20,0.0,0.8,50.0,20,734,173,4,1047.000000,0.003820
4,20,0.0,0.8,50.0,20,917,177,1,1059.000000,0.000944
5,20,0.0,0.8,50.0,20,916,218,5,1240.000000,0.004032
6,20,0.0,0.8,50.0,20,880,180,3,1199.000000,0.002502
7,20,0.0,0.8,50.0,20,835,157,1,952.623840,0.001050
8,20,0.0,0.8,50.0,20,613,132,3,826.000000,0.003632
9,20,0.0,0.8,50.0,20,803,163,4,981.000000,0.004077
10,20,0.0,0.8,50.0,20,972,196,2,1171.000000,0.001708
Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.6,0.2,50.0,1000,35572,9337,36,52062.000000,0.000691
2,1000,0.6,0.2,50.0,1000,28618,8933,59,49788.679688,0.001185
3,1000,0.6,0.2,50.0,1000,35527,8749,64,49581.000000,0.001291
4,1000,0.6,0.2,50.0,1000,41238,9052,39,50415.000000,0.000774
5,1000,0.6,0.2,50.0,1000,29027,8437,120,49238.656250,0.002437
6,1000,0.6,0.2,50.0,1000,31265,8764,41,48948.000000,0.000838
7,1000,0.6,0.2,50.0,1000,36351,8772,117,50788.000000,0.002304
8,1000,0.6,0.2,50.0,1000,35176,8606,35,48248.000000,0.000725
9,1000,0.6,0.2,50.0,1000,36225,8572,140,50833.000000,0.002754
10,1000,0.6,0.2,50.0,1000,38353,8702,88,49369.000000,0.001782
Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.4,0.2,50.0,1000,39850,9197,18,50692.000000,0.000355
2,1000,0.4,0.2,50.0,1000,44695,8727,31,48472.000000,0.000640
3,1000,0.4,0.2,50.0,1000,37344,8782,46,49547.000000,0.000928
4,1000,0.4,0.2,50.0,1000,43806,8816,51,49586.000000,0.001029
5,1000,0.4,0.2,50.0,1000,44413,8825,48,49655.000000,0.000967
6,1000,0.4,0.2,50.0,1000,34694,8353,124,49715.000000,0.002494
7,1000,0.4,0.2,50.0,1000,34860,8932,26,49260.000000,0.000528
8,1000,0.4,0.2,50.0,1000,35867,8581,60,49392.000000,0.001215
9,1000,0.4,0.2,50.0,1000,39068,9051,43,50287.000000,0.000855
10,1000,0.4,0.2,50.0,1000,42276,8663,131,51351.000000,0.002551
Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.2,0.2,50.0,1000,30818,7173,313,50154.000000,0.006241
2,1000,0.2,0.2,50.0,1000,46084,8990,35,49875.000000,0.000702
3,1000,0.2,0.2,50.0,1000,30501,7555,238,49624.000000,0.004796
4,1000,0.2,0.2,50.0,1000,43990,8659,73,50231.000000,0.001453
5,1000,0.2,0.2,50.0,1000,39714,9004,45,50950.496094,0.000883
6,1000,0.2,0.2,50.0,1000,35162,7942,157,49704.000000,0.003159
7,1000,0.2,0.2,50.0,1000,33112,7660,237,48744.871094,0.004862
8,1000,0.2,0.2,50.0,1000,35044,7852,210,49703.000000,0.004225
9,1000,0.2,0.2,50.0,1000,45539,8977,11,49395.000000,0.000223
10,1000,0.2,0.2,50.0,1000,31702,7218,329,50706.000000,0.006488
Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.1,0.2,50.0,1000,44362,8414,86,49188.378906,0.001748
2,1000,0.1,0.2,50.0,1000,34365,7384,284,49945.000000,0.005686
3,1000,0.1,0.2,50.0,1000,24300,7305,269,49711.000000,0.005411
4,1000,0.1,0.2,50.0,1000,44855,8673,79,49897.000000,0.001583
5,1000,0.1,0.2,50.0,1000,38450,8583,38,48033.660156,0.000791
6,1000,0.1,0.2,50.0,1000,33614,7543,293,51338.000000,0.005707
7,1000,0.1,0.2,50.0,1000,41266,8985,50,50754.949219,0.000985
8,1000,0.1,0.2,50.0,1000,33996,7499,267,51481.558594,0.005186
9,1000,0.1,0.2,50.0,1000,33916,9026,17,49941.000000,0.000340
10,1000,0.1,0.2,50.0,1000,38836,8697,119,51372.000000,0.002316
Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.6,0.2,50.0,1000,35572,9337,36,52062.000000,0.000691
2,1000,0.6,0.2,50.0,1000,28618,8933,59,49788.679688,0.001185
3,1000,0.6,0.2,50.0,1000,35527,8749,64,49581.000000,0.001291
4,1000,0.6,0.2,50.0,1000,41238,9052,39,50415.000000,0.000774
5,1000,0.6,0.2,50.0,1000,29027,8437,120,49238.656250,0.002437
6,1000,0.6,0.2,50.0,1000,31265,8764,41,48948.000000,0.000838
7,1000,0.6,0.2,50.0,1000,36351,8772,117,50788.000000,0.002304
8,1000,0.6,0.2,50.0,1000,35176,8606,35,48248.000000,0.000725
9,1000,0.6,0.2,50.0,1000,36225,8572,140,50833.000000,0.002754
10,1000,0.6,0.2,50.0,1000,38353,8702,88,49369.000000,0.001782
Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.2,0.1,50.0,1000,13444,4027,769,51554.000000,0.014916
2,1000,0.2,0.1,50.0,1000,35736,8024,165,49972.000000,0.003302
3,1000,0.2,0.1,50.0,1000,30592,6942,341,49454.867188,0.006895
4,1000,0.2,0.1,50.0,1000,36618,8304,149,50418.000000,0.002955
5,1000,0.2,0.1,50.0,1000,21011,6258,405,50727.000000,0.007984
6,1000,0.2,0.1,50.0,1000,17691,4950,623,50580.000000,0.012317
7,1000,0.2,0.1,50.0,1000,19229,5384,552,49890.000000,0.011064
8,1000,0.2,0.1,50.0,1000,21192,5223,607,51099.164062,0.011879
9,1000,0.2,0.1,50.0,1000,37656,8573,101,50313.000000,0.002007
10,1000,0.2,0.1,50.0,1000,35591,7987,176,50338.000000,0.003496
Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.2,0.1,50.0,1000,13444,4027,769,51554.000000,0.014916
2,1000,0.2,0.1,50.0,1000,35736,8024,165,49972.000000,0.003302
3,1000,0.2,0.1,50.0,1000,30592,6942,341,49454.867188,0.006895
4,1000,0.2,0.1,50.0,1000,36618,8304,149,50418.000000,0.002955
5,1000,0.2,0.1,50.0,1000,21011,6258,405,50727.000000,0.007984
6,1000,0.2,0.1,50.0,1000,17691,4950,623,50580.000000,0.012317
7,1000,0.2,0.1,50.0,1000,19229,5384,552,49890.000000,0.011064
8,1000,0.2,0.1,50.0,1000,21192,5223,607,51099.164062,0.011879
9,1000,0.2,0.1,50.0,1000,37656,8573,101,50313.000000,0.002007
10,1000,0.2,0.1,50.0,1000,35591,7987,176,50338.000000,0.003496
Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.2,0.1,50.0,1000,13444,4027,769,51554.000000,0.014916
2,1000,0.2,0.1,50.0,1000,35736,8024,165,49972.000000,0.003302
3,1000,0.2,0.1,50.0,1000,30592,6942,341,49454.867188,0.006895
4,1000,0.2,0.1,50.0,1000,36618,8304,149,50418.000000,0.002955
5,1000,0.2,0.1,50.0,1000,21011,6258,405,50727.000000,0.007984
6,1000,0.2,0.1,50.0,1000,17691,4950,623,50580.000000,0.012317
7,1000,0.2,0.1,50.0,1000,19229,5384,552,49890.000000,0.011064
8,1000,0.2,0.1,50.0,1000,21192,5223,607,51099.164062,0.011879
9,1000,0.2,0.1,50.0,1000,37656,8573,101,50313.000000,0.002007
10,1000,0.2,0.1,50.0,1000,35591,7987,176,50338.000000,0.003496
Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.1,0.2,50.0,1000,44362,8414,86,49188.378906,0.001748
2,1000,0.1,0.2,50.0,1000,34365,7384,284,49945.000000,0.005686
3,1000,0.1,0.2,50.0,1000,24300,7305,269,49711.000000,0.005411
4,1000,0.1,0.2,50.0,1000,44855,8673,79,49897.000000,0.001583
5,1000,0.1,0.2,50.0,1000,38450,8583,38,48033.660156,0.000791
6,1000,0.1,0.2,50.0,1000,33614,7543,293,51338.000000,0.005707
7,1000,0.1,0.2,50.0,1000,41266,8985,50,50754.949219,0.000985
8,1000,0.1,0.2,50.0,1000,33996,7499,267,51481.558594,0.005186
9,1000,0.1,0.2,50.0,1000,33916,9026,17,49941.000000,0.000340
10,1000,0.1,0.2,50.0,1000,38836,8697,119,51372.000000,0.002316
Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.1,0.2,50.0,1000,44362,8414,86,49188.378906,0.001748
2,1000,0.1,0.2,50.0,1000,34365,7384,284,49945.000000,0.005686
3,1000,0.1,0.2,50.0,1000,24300,7305,269,49711.000000,0.005411
4,1000,0.1,0.2,50.0,1000,44855,8673,79,49897.000000,0.001583
5,1000,0.1,0.2,50.0,1000,38450,8583,38,48033.660156,0.000791
6,1000,0.1,0.2,50.0,1000,33614,7543,293,51338.000000,0.005707
7,1000,0.1,0.2,50.0,1000,41266,8985,50,50754.949219,0.000985
8,1000,0.1,0.2,50.0,1000,33996,7499,267,51481.558594,0.005186
9,1000,0.1,0.2,50.0,1000,33916,9026,17,49941.000000,0.000340
10,1000,0.1,0.2,50.0,1000,38836,8697,119,51372.000000,0.002316
Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.2,0.6,50.0,1000,46565,8986,8,49338.000000,0.000162
2,1000,0.2,0.6,50.0,1000,41393,9026,6,49794.000000,0.000120
3,1000,0.2,0.6,50.0,1000,39284,9035,8,49608.816406,0.000161
4,1000,0.2,0.6,50.0,1000,39281,9145,7,50886.000000,0.000138
5,1000,0.2,0.6,50.0,1000,42182,9250,14,51319.000000,0.000273
6,1000,0.2,0.6,50.0,1000,45896,8954,16,49682.000000,0.000322
7,1000,0.2,0.6,50.0,1000,38730,8761,9,48855.000000,0.000184
8,1000,0.2,0.6,50.0,1000,40504,9173,8,50820.000000,0.000157
9,1000,0.2,0.6,50.0,1000,41981,9273,9,51093.000000,0.000176
10,1000,0.2,0.6,50.0,1000,42140,9187,11,50923.000000,0.000216
Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.2,0.8,50.0,1000,39589,8805,6,48749.000000,0.000123
2,1000,0.2,0.8,50.0,1000,39703,9117,5,49845.000000,0.000100
3,1000,0.2,0.8,50.0,1000,42119,9238,4,50905.000000,0.000079
4,1000,0.2,0.8,50.0,1000,45012,8957,4,49544.000000,0.000081
5,1000,0.2,0.8,50.0,1000,44973,9008,7,49909.000000,0.000140
6,1000,0.2,0.8,50.0,1000,39591,8977,8,49547.000000,0.000161
7,1000,0.2,0.8,50.0,1000,47194,9098,7,49815.000000,0.000141
8,1000,0.2,0.8,50.0,1000,40692,9024,8,49948.000000,0.000160
9,1000,0.2,0.8,50.0,1000,46303,9194,5,50856.000000,0.000098
10,1000,0.2,0.8,50.0,1000,38531,9016,5,49695.000000,0.000101
Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.2,0.4,50.0,1000,41368,9134,24,50569.000000,0.000475
2,1000,0.2,0.4,50.0,1000,42802,9095,9,49919.000000,0.000180
3,1000,0.2,0.4,50.0,1000,40972,8848,42,49359.000000,0.000851
4,1000,0.2,0.4,50.0,1000,45796,8807,19,48986.765625,0.000388
5,1000,0.2,0.4,50.0,1000,45444,8956,31,49829.000000,0.000622
6,1000,0.2,0.4,50.0,1000,47189,9003,24,50607.000000,0.000474
7,1000,0.2,0.4,50.0,1000,40983,9025,7,49600.000000,0.000141
8,1000,0.2,0.4,50.0,1000,46578,9232,51,52218.000000,0.000977
9,1000,0.2,0.4,50.0,1000,39206,9096,15,49856.000000,0.000301
10,1000,0.2,0.4,50.0,1000,38582,8901,39,49949.000000,0.000781
